query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_pages,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_2021_SAV_04,SAV,2021,4,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,"[29, 27, 40]","['Grampian-2020-2021:p0029_000', 'Grampian-2020-2021:p0029_001', 'Grampian-2020-2021:p0029_002', 'Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0040_001']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_SAV_04,SAV,2021,4,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,0.125,1.0,1.0,0.3,1.0,"[29, 27, 40, 63, 17, 4, 34, 24]","['Grampian-2020-2021:p0029_000', 'Grampian-2020-2021:p0029_001', 'Grampian-2020-2021:p0029_002', 'Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0040_001']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_SAV_P1,SAV,2021,P1,1,text,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[29],['Grampian-2020-2021:p0029_000'],['Grampian-2020-2021']
Q_2021_SAV_P1,SAV,2021,P1,3,text,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[29],"['Grampian-2020-2021:p0029_000', 'Grampian-2020-2021:p0029_001', 'Grampian-2020-2021:p0029_002']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_SAV_P1,SAV,2021,P1,5,text,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,"[29, 17, 92]","['Grampian-2020-2021:p0029_000', 'Grampian-2020-2021:p0029_001', 'Grampian-2020-2021:p0029_002', 'Grampian-2020-2021:p0017_000', 'Grampian-2020-2021:p0092_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_SAV_P1,SAV,2021,P1,10,text,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,0.14285714285714285,1.0,1.0,0.3,1.0,"[29, 17, 92, 35, 28, 34, 27]","['Grampian-2020-2021:p0029_000', 'Grampian-2020-2021:p0029_001', 'Grampian-2020-2021:p0029_002', 'Grampian-2020-2021:p0017_000', 'Grampian-2020-2021:p0092_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_COV_01,COV,2021,1,1,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[29],['Grampian-2020-2021:p0029_000'],['Grampian-2020-2021']
Q_2021_COV_01,COV,2021,1,3,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[29, 28]","['Grampian-2020-2021:p0029_000', 'Grampian-2020-2021:p0029_001', 'Grampian-2020-2021:p0028_002']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_COV_01,COV,2021,1,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.4,1.0,"[29, 28, 27]","['Grampian-2020-2021:p0029_000', 'Grampian-2020-2021:p0029_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0027_001']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_COV_01,COV,2021,1,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,0.16666666666666666,1.0,1.0,0.2,1.0,"[29, 28, 27, 17, 67, 26]","['Grampian-2020-2021:p0029_000', 'Grampian-2020-2021:p0029_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0027_001']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_COV_02,COV,2021,2,1,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[30],['Grampian-2020-2021:p0030_002'],['Grampian-2020-2021']
Q_2021_COV_02,COV,2021,2,3,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[30, 17]","['Grampian-2020-2021:p0030_002', 'Grampian-2020-2021:p0030_000', 'Grampian-2020-2021:p0017_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_COV_02,COV,2021,2,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[30, 17, 26, 27]","['Grampian-2020-2021:p0030_002', 'Grampian-2020-2021:p0030_000', 'Grampian-2020-2021:p0017_000', 'Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0027_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_COV_02,COV,2021,2,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[29],hit,0,0.0,[],1.0,0.16666666666666666,0.16666666666666666,1.0,0.1,0.14285714285714285,"[30, 17, 26, 27, 132, 29]","['Grampian-2020-2021:p0030_002', 'Grampian-2020-2021:p0030_000', 'Grampian-2020-2021:p0017_000', 'Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0027_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_COV_P1,COV,2021,P1,1,number,Grampian-2020-2021,PERFORMANCE REPORT,[28],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[34],['Grampian-2020-2021:p0034_001'],['Grampian-2020-2021']
Q_2021_COV_P1,COV,2021,P1,3,number,Grampian-2020-2021,PERFORMANCE REPORT,[28],hit,0,0.0,[],1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,"[34, 28, 14]","['Grampian-2020-2021:p0034_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0014_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_COV_P1,COV,2021,P1,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[28],hit,0,0.0,[],1.0,0.25,0.5,1.0,0.4,0.5,"[34, 28, 14, 127]","['Grampian-2020-2021:p0034_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0014_000', 'Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0127_003']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_COV_P1,COV,2021,P1,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[28],hit,0,0.0,[],1.0,0.14285714285714285,0.5,1.0,0.2,0.5,"[34, 28, 14, 127, 29, 7, 13]","['Grampian-2020-2021:p0034_001', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0014_000', 'Grampian-2020-2021:p0028_001', 'Grampian-2020-2021:p0127_003']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_01,IJB,2021,1,1,number,Grampian-2020-2021,PERFORMANCE REPORT,[26],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[23],['Grampian-2020-2021:p0023_001'],['Grampian-2020-2021']
Q_2021_IJB_01,IJB,2021,1,3,number,Grampian-2020-2021,PERFORMANCE REPORT,[26],hit,0,0.0,[],1.0,0.5,0.5,1.0,0.3333333333333333,0.5,"[23, 26]","['Grampian-2020-2021:p0023_001', 'Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0023_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_01,IJB,2021,1,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[26],hit,0,0.0,[],1.0,0.3333333333333333,0.5,1.0,0.4,0.5,"[23, 26, 132]","['Grampian-2020-2021:p0023_001', 'Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0023_000', 'Grampian-2020-2021:p0026_002', 'Grampian-2020-2021:p0132_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_01,IJB,2021,1,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[26],hit,0,0.0,[],1.0,0.14285714285714285,0.5,1.0,0.3,0.5,"[23, 26, 132, 80, 82, 31, 30]","['Grampian-2020-2021:p0023_001', 'Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0023_000', 'Grampian-2020-2021:p0026_002', 'Grampian-2020-2021:p0132_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_02,IJB,2021,2,1,number,Grampian-2020-2021,PERFORMANCE REPORT,[26],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[26],['Grampian-2020-2021:p0026_001'],['Grampian-2020-2021']
Q_2021_IJB_02,IJB,2021,2,3,number,Grampian-2020-2021,PERFORMANCE REPORT,[26],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[26, 27]","['Grampian-2020-2021:p0026_001', 'Grampian-2020-2021:p0026_002', 'Grampian-2020-2021:p0027_001']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_02,IJB,2021,2,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[26],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.4,1.0,"[26, 27, 132]","['Grampian-2020-2021:p0026_001', 'Grampian-2020-2021:p0026_002', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0132_000', 'Grampian-2020-2021:p0027_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_02,IJB,2021,2,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[26],hit,0,0.0,[],1.0,0.16666666666666666,1.0,1.0,0.3,1.0,"[26, 27, 132, 31, 23, 80]","['Grampian-2020-2021:p0026_001', 'Grampian-2020-2021:p0026_002', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0132_000', 'Grampian-2020-2021:p0027_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_03,IJB,2021,3,1,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[27],['Grampian-2020-2021:p0027_000'],['Grampian-2020-2021']
Q_2021_IJB_03,IJB,2021,3,3,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[27, 26]","['Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0026_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_03,IJB,2021,3,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.4,1.0,"[27, 26, 23, 132]","['Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0023_001', 'Grampian-2020-2021:p0132_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_03,IJB,2021,3,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.16666666666666666,1.0,1.0,0.3,1.0,"[27, 26, 23, 132, 34, 44]","['Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0023_001', 'Grampian-2020-2021:p0132_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_04,IJB,2021,4,1,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[27],['Grampian-2020-2021:p0027_000'],['Grampian-2020-2021']
Q_2021_IJB_04,IJB,2021,4,3,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[27, 132]","['Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0132_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_04,IJB,2021,4,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.4,1.0,"[27, 132, 26, 31]","['Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0132_000', 'Grampian-2020-2021:p0026_001', 'Grampian-2020-2021:p0031_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_04,IJB,2021,4,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.16666666666666666,1.0,1.0,0.3,1.0,"[27, 132, 26, 31, 23, 10]","['Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0132_000', 'Grampian-2020-2021:p0026_001', 'Grampian-2020-2021:p0031_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_05,IJB,2021,5,1,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[27],['Grampian-2020-2021:p0027_001'],['Grampian-2020-2021']
Q_2021_IJB_05,IJB,2021,5,3,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[27, 23]","['Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0023_001', 'Grampian-2020-2021:p0027_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_05,IJB,2021,5,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,"[27, 23, 26]","['Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0023_001', 'Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_002', 'Grampian-2020-2021:p0026_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_05,IJB,2021,5,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.125,1.0,1.0,0.3,1.0,"[27, 23, 26, 132, 30, 28, 82, 80]","['Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0023_001', 'Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_002', 'Grampian-2020-2021:p0026_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_06,IJB,2021,6,1,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[27],['Grampian-2020-2021:p0027_001'],['Grampian-2020-2021']
Q_2021_IJB_06,IJB,2021,6,3,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[27, 26]","['Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0026_001', 'Grampian-2020-2021:p0027_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_06,IJB,2021,6,5,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.6,1.0,"[27, 26, 132]","['Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0026_001', 'Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_002', 'Grampian-2020-2021:p0132_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_06,IJB,2021,6,10,number,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.2,1.0,1.0,0.3,1.0,"[27, 26, 132, 31, 23]","['Grampian-2020-2021:p0027_001', 'Grampian-2020-2021:p0026_001', 'Grampian-2020-2021:p0027_000', 'Grampian-2020-2021:p0027_002', 'Grampian-2020-2021:p0132_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_P1,IJB,2021,P1,1,text,Grampian-2020-2021,PERFORMANCE REPORT,[27],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[26],['Grampian-2020-2021:p0026_000'],['Grampian-2020-2021']
Q_2021_IJB_P1,IJB,2021,P1,3,text,Grampian-2020-2021,PERFORMANCE REPORT,[27],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[26, 23, 28]","['Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0023_000', 'Grampian-2020-2021:p0028_002']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_P1,IJB,2021,P1,5,text,Grampian-2020-2021,PERFORMANCE REPORT,[27],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[26, 23, 28, 132, 6]","['Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0023_000', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0132_000', 'Grampian-2020-2021:p0006_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_IJB_P1,IJB,2021,P1,10,text,Grampian-2020-2021,PERFORMANCE REPORT,[27],hit,0,0.0,[],1.0,0.14285714285714285,0.16666666666666666,1.0,0.2,0.14285714285714285,"[26, 23, 28, 132, 6, 27, 30]","['Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0023_000', 'Grampian-2020-2021:p0028_002', 'Grampian-2020-2021:p0132_000', 'Grampian-2020-2021:p0006_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_GOV_01,GOV,2021,1,1,text,Grampian-2020-2021,PERFORMANCE REPORT,[28],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[28],['Grampian-2020-2021:p0028_000'],['Grampian-2020-2021']
Q_2021_GOV_01,GOV,2021,1,3,text,Grampian-2020-2021,PERFORMANCE REPORT,[28],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[28, 34, 7]","['Grampian-2020-2021:p0028_000', 'Grampian-2020-2021:p0034_002', 'Grampian-2020-2021:p0007_000']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
Q_2021_GOV_01,GOV,2021,1,5,text,Grampian-2020-2021,PERFORMANCE REPORT,[28],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.4,1.0,"[28, 34, 7, 26]","['Grampian-2020-2021:p0028_000', 'Grampian-2020-2021:p0034_002', 'Grampian-2020-2021:p0007_000', 'Grampian-2020-2021:p0026_000', 'Grampian-2020-2021:p0028_001']","['Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021', 'Grampian-2020-2021']"
