max_context_chunks,max_context_chars,doc_id,query_id,difficulty,answer_type,generation_status,generation_model,latency_ms,context_chunks_used,context_chars_used,context_truncated,citations_valid,answer_correct,answer_status,generated_answer_empty
3,6000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,3804.702,3,3437,True,1,True,correct,False
3,6000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,2989.535,3,4358,True,0,False,incorrect,True
3,6000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,4192.375,3,4290,True,1,False,partial,False
3,6000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,4056.787,3,4298,True,1,True,correct,False
3,6000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,3600.421,3,4283,True,1,True,correct,False
3,6000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,1883.126,3,3183,True,0,False,incorrect,True
3,6000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,3279.623,3,2890,True,1,True,correct,False
3,6000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,2626.223,3,2756,True,1,False,partial,False
3,6000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,2224.079,3,3584,True,0,False,incorrect,True
3,6000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,3746.61,3,4202,True,1,True,correct,False
3,6000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,2695.97,3,3314,True,0,False,incorrect,True
3,6000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,insufficient_evidence,qwen2.5:7b-instruct,1569.657,3,1400,True,0,False,incorrect,True
3,6000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,2328.037,3,3410,True,0,False,incorrect,True
3,6000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,4643.519,3,3853,True,1,False,partial,False
3,6000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,2439.075,3,3423,True,0,False,incorrect,True
3,9000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,3698.624,3,3437,True,1,True,correct,False
3,9000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,3273.288,3,4358,True,0,False,incorrect,True
3,9000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,4705.261,3,4290,True,1,False,partial,False
3,9000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,4491.273,3,4298,True,1,True,correct,False
3,9000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,4048.501,3,4283,True,1,True,correct,False
3,9000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,2106.483,3,3183,True,0,False,incorrect,True
3,9000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,3493.523,3,2890,True,1,True,correct,False
3,9000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,2842.456,3,2756,True,1,False,partial,False
3,9000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,2403.513,3,3584,True,0,False,incorrect,True
3,9000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,3949.016,3,4202,True,1,True,correct,False
3,9000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,2888.013,3,3314,True,0,False,incorrect,True
3,9000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,insufficient_evidence,qwen2.5:7b-instruct,1611.166,3,1400,True,0,False,incorrect,True
3,9000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,2390.26,3,3410,True,0,False,incorrect,True
3,9000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,4690.198,3,3853,True,1,False,partial,False
3,9000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,2673.673,3,3423,True,0,False,incorrect,True
3,12000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,3647.864,3,3437,True,1,True,correct,False
3,12000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,3401.869,3,4358,True,0,False,incorrect,True
3,12000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,4821.507,3,4290,True,1,False,partial,False
3,12000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,4983.873,3,4298,True,1,True,correct,False
3,12000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,4217.166,3,4283,True,1,True,correct,False
3,12000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,2237.647,3,3183,True,0,False,incorrect,True
3,12000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,3623.896,3,2890,True,1,True,correct,False
3,12000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,3015.878,3,2756,True,1,False,partial,False
3,12000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,2566.356,3,3584,True,0,False,incorrect,True
3,12000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,4178.512,3,4202,True,1,True,correct,False
3,12000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,3006.723,3,3314,True,0,False,incorrect,True
3,12000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,insufficient_evidence,qwen2.5:7b-instruct,1594.875,3,1400,True,0,False,incorrect,True
3,12000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,2501.198,3,3410,True,0,False,incorrect,True
3,12000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,4786.027,3,3853,True,1,False,partial,False
3,12000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,2696.694,3,3423,True,0,False,incorrect,True
5,6000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,5137.273,5,5633,False,1,True,correct,False
5,6000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4376.06,4,5688,True,0,False,incorrect,True
5,6000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,5603.876,4,5695,True,1,False,partial,False
5,6000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,5493.324,4,5657,True,1,False,partial,False
5,6000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,5754.185,4,5678,True,1,True,correct,False
5,6000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,3084.408,4,3815,True,0,False,incorrect,True
5,6000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,4948.345,5,5099,False,1,True,correct,False
5,6000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,5061.717,5,5082,False,1,False,partial,False
5,6000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,3597.613,4,4883,True,0,False,incorrect,True
5,6000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,6065.588,4,5741,True,1,True,correct,False
5,6000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,5138.589,5,5379,False,0,False,incorrect,True
5,6000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,7151.977,5,3916,False,1,True,correct,False
5,6000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,3887.565,4,4735,True,0,False,incorrect,True
5,6000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,6365.441,4,5295,True,1,False,partial,False
5,6000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,3834.079,4,4859,True,0,False,incorrect,True
5,9000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,5697.727,5,5633,False,1,True,correct,False
5,9000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,5802.435,5,7107,False,0,False,incorrect,True
5,9000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,7449.713,5,7094,False,1,False,partial,False
5,9000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,8006.017,5,6531,False,1,True,correct,False
5,9000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,8435.471,5,6957,False,1,True,correct,False
5,9000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,6840.162,5,6070,False,0,False,incorrect,True
5,9000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,5948.556,5,5099,False,1,True,correct,False
5,9000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,5545.313,5,5082,False,1,False,partial,False
5,9000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,5245.371,5,6350,False,0,False,incorrect,True
5,9000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,7471.039,5,7128,False,1,True,correct,False
5,9000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,5496.174,5,5379,False,0,False,incorrect,True
5,9000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,7788.697,5,3916,False,1,True,correct,False
5,9000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,5061.858,5,6150,False,0,False,incorrect,True
5,9000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,7792.894,5,6770,False,1,False,partial,False
5,9000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,5004.947,5,6274,False,0,False,incorrect,True
5,12000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,6125.933,5,5633,False,1,True,correct,False
5,12000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,6023.143,5,7107,False,0,False,incorrect,True
5,12000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,7771.933,5,7094,False,1,False,partial,False
5,12000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,7594.076,5,6531,False,1,True,correct,False
5,12000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,7948.978,5,6957,False,1,True,correct,False
5,12000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,6454.731,5,6070,False,0,False,incorrect,True
5,12000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,5635.955,5,5099,False,1,True,correct,False
5,12000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,5309.555,5,5082,False,1,False,partial,False
5,12000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,4945.375,5,6350,False,0,False,incorrect,True
5,12000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,7286.918,5,7128,False,1,True,correct,False
5,12000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,5313.433,5,5379,False,0,False,incorrect,True
5,12000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,7632.723,5,3916,False,1,True,correct,False
5,12000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,5028.763,5,6150,False,0,False,incorrect,True
5,12000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,9311.324,5,6770,False,1,False,partial,False
5,12000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,4456.216,5,6274,False,0,False,incorrect,True
8,6000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,5302.573,5,5633,False,1,True,correct,False
8,6000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4684.561,4,5688,True,0,False,incorrect,True
8,6000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,insufficient_evidence,qwen2.5:7b-instruct,4353.63,4,5695,True,0,False,incorrect,True
8,6000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,5392.92,4,5657,True,1,False,partial,False
8,6000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,5901.97,4,5678,True,1,True,correct,False
8,6000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,3045.43,4,3815,True,0,False,incorrect,True
8,6000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,5029.551,5,5099,False,1,True,correct,False
8,6000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,4816.833,5,5082,False,1,False,partial,False
8,6000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,3492.116,4,4883,True,0,False,incorrect,True
8,6000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,5913.186,4,5741,True,1,True,correct,False
8,6000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4938.318,5,5379,False,0,False,incorrect,True
8,6000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,6906.188,5,3916,False,1,True,correct,False
8,6000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,3769.574,4,4735,True,0,False,incorrect,True
8,6000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,5969.298,4,5295,True,1,False,partial,False
8,6000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,3763.842,4,4859,True,0,False,incorrect,True
8,9000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,5473.111,5,5633,False,1,True,correct,False
8,9000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,5574.564,5,7107,False,0,False,incorrect,True
8,9000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,7025.846,5,7094,False,1,False,partial,False
8,9000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,6916.545,5,6531,False,1,True,correct,False
8,9000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,7224.551,5,6957,False,1,True,correct,False
8,9000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,6016.132,5,6070,False,0,False,incorrect,True
8,9000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,5112.133,5,5099,False,1,True,correct,False
8,9000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,4837.415,5,5082,False,1,False,partial,False
8,9000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,4519.724,5,6350,False,0,False,incorrect,True
8,9000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,6471.001,5,7128,False,1,True,correct,False
8,9000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4898.15,5,5379,False,0,False,incorrect,True
8,9000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,6817.481,5,3916,False,1,True,correct,False
8,9000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,4528.95,5,6150,False,0,False,incorrect,True
8,9000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,6749.537,5,6770,False,1,False,partial,False
8,9000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,4605.78,5,6274,False,0,False,incorrect,True
8,12000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,5631.868,5,5633,False,1,True,correct,False
8,12000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,5561.364,5,7107,False,0,False,incorrect,True
8,12000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,6862.855,5,7094,False,1,False,partial,False
8,12000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,6871.691,5,6531,False,1,True,correct,False
8,12000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,7039.814,5,6957,False,1,True,correct,False
8,12000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,6167.148,5,6070,False,0,False,incorrect,True
8,12000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,5585.293,5,5099,False,1,True,correct,False
8,12000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,4893.721,5,5082,False,1,False,partial,False
8,12000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,4539.221,5,6350,False,0,False,incorrect,True
8,12000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,6639.999,5,7128,False,1,True,correct,False
8,12000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4937.556,5,5379,False,0,False,incorrect,True
8,12000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,insufficient_evidence,qwen2.5:7b-instruct,5112.705,5,3916,False,0,False,incorrect,True
8,12000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,4383.989,5,6150,False,0,False,incorrect,True
8,12000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,6770.45,5,6770,False,1,False,partial,False
8,12000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,4628.341,5,6274,False,0,False,incorrect,True
