doc_id,query_id,difficulty,answer_type,chunk_text_truncations,context_truncated,context_chunks_used,context_chars_used,expected_answer_present_in_full_retrieved,expected_answer_present_in_trimmed_context,lost_expected_due_to_trim_or_cap,loss_by_per_chunk_trim,loss_by_context_cap,expected_in_excluded_chunks,expected_answer_len
Grampian-2020-2021,Q_2021_FIN_01,MOD,number,0,False,5,6899,False,False,False,False,False,False,17
Grampian-2020-2021,Q_2021_FIN_02,MOD,number,0,False,5,7107,False,False,False,False,False,False,17
Grampian-2020-2021,Q_2021_FIN_03,MOD,number,0,False,5,6221,False,False,False,False,False,False,19
Grampian-2020-2021,Q_2021_FIN_P1,MOD,number,0,False,5,7029,False,False,False,False,False,False,22
Grampian-2020-2021,Q_2021_FIN_04,MOD,number,0,False,5,7077,False,False,False,False,False,False,17
Grampian-2020-2021,Q_2021_FIN_05,LEX,number,0,False,5,6984,False,False,False,False,False,False,17
Grampian-2020-2021,Q_2021_FIN_06,LEX,number,1,False,5,7950,False,False,False,False,False,False,14
Grampian-2020-2021,Q_2021_FIN_07,LEX,number,0,False,5,5630,False,False,False,False,False,False,15
Grampian-2020-2021,Q_2021_FIN_P2,STR,text,0,False,5,7094,False,False,False,False,False,False,76
Grampian-2020-2021,Q_2021_SAV_01,MOD,number,0,False,5,6784,True,True,False,False,False,False,12
Grampian-2020-2021,Q_2021_SAV_02,MOD,number,0,False,5,6486,False,False,False,False,False,False,13
Grampian-2020-2021,Q_2021_SAV_03,MOD,number,0,False,5,6352,True,True,False,False,False,False,13
Grampian-2020-2021,Q_2021_SAV_04,LEX,number,0,False,5,6239,True,True,False,False,False,False,13
Grampian-2020-2021,Q_2021_SAV_P1,STR,text,0,False,5,6972,False,False,False,False,False,False,97
Grampian-2020-2021,Q_2021_COV_01,MOD,number,0,False,5,6427,True,True,False,False,False,False,13
Grampian-2020-2021,Q_2021_COV_02,LEX,number,0,False,5,6879,True,True,False,False,False,False,13
Grampian-2020-2021,Q_2021_COV_P1,MOD,number,0,False,5,6944,False,False,False,False,False,False,60
Grampian-2020-2021,Q_2021_IJB_01,MOD,number,2,False,5,7785,False,False,False,False,False,False,15
Grampian-2020-2021,Q_2021_IJB_02,LEX,number,0,False,5,3735,True,True,False,False,False,False,15
Grampian-2020-2021,Q_2021_IJB_03,LEX,number,2,False,5,8077,True,True,False,False,False,False,15
Grampian-2020-2021,Q_2021_IJB_04,LEX,number,0,False,5,3735,True,True,False,False,False,False,15
Grampian-2020-2021,Q_2021_IJB_05,MOD,number,0,False,5,5987,True,True,False,False,False,False,14
Grampian-2020-2021,Q_2021_IJB_06,LEX,number,0,False,5,3735,True,True,False,False,False,False,14
Grampian-2020-2021,Q_2021_IJB_P1,STR,text,0,False,5,5517,False,False,False,False,False,False,51
Grampian-2020-2021,Q_2021_GOV_01,STR,text,0,False,5,7067,False,False,False,False,False,False,64
Grampian-2020-2021,Q_2021_GOV_02,LEX,text,0,False,5,6193,False,False,False,False,False,False,67
Grampian-2020-2021,Q_2021_STR_01,STR,number,0,False,5,7043,True,True,False,False,False,False,30
Grampian-2020-2021,Q_2021_STR_02,LEX,text,0,False,5,7135,True,True,False,False,False,False,69
Grampian-2020-2021,Q_2021_STR_03,LEX,number,0,False,5,6180,True,True,False,False,False,False,18
Grampian-2020-2021,Q_2021_STR_P1,STR,text,0,False,5,6260,False,False,False,False,False,False,50
Grampian-2020-2021,Q_2021_CAP_01,LEX,number,0,False,5,6592,True,True,False,False,False,False,15
Grampian-2020-2021,Q_2021_CAP_02,LEX,number,0,False,5,6522,True,True,False,False,False,False,15
Grampian-2020-2021,Q_2021_CAP_P1,MOD,number,0,False,5,4996,False,False,False,False,False,False,43
Grampian-2020-2021,Q_2021_COV_03,LEX,number,0,False,5,6525,True,True,False,False,False,False,12
Grampian-2020-2021,Q_2021_COV_04,LEX,number,0,False,5,5961,False,False,False,False,False,False,13
Grampian-2020-2021,Q_2021_GOV_03,LEX,number,1,False,5,8003,False,False,False,False,False,False,14
Grampian-2020-2021,Q_2021_IJB_07,LEX,number,0,False,5,5664,False,False,False,False,False,False,46
Grampian-2020-2021,Q_2021_IJB_P2,MOD,number,0,False,5,5735,False,False,False,False,False,False,42
Grampian-2020-2021,Q_2021_FIN_08,LEX,number,0,False,5,6816,True,True,False,False,False,False,11
Grampian-2020-2021,Q_2021_CAP_03,LEX,number,1,False,5,6959,False,False,False,False,False,False,51
Grampian-2020-2021,Q_2021_COV_P2,STR,text,0,False,5,6998,False,False,False,False,False,False,157
Grampian-2020-2021,Q_2021_STR_04,LEX,text,0,False,5,5633,True,True,False,False,False,False,75
Grampian-2020-2021,Q_2021_GOV_04,LEX,number,0,False,5,6428,False,False,False,False,False,False,15
Grampian-2020-2021,Q_2021_STR_05,STR,text,0,False,5,6906,False,False,False,False,False,False,180
Grampian-2020-2021,Q_2021_STR_P2,LEX,text,0,False,5,6426,True,True,False,False,False,False,31
Grampian-2020-2021,Q_2021_CAP_04,LEX,number,0,False,5,7122,False,False,False,False,False,False,138
Grampian-2020-2021,Q_2021_FIN_P3,STR,text,0,False,5,6520,False,False,False,False,False,False,177
Grampian-2020-2021,Q_2021_GOV_P1,STR,text,0,False,5,5363,False,False,False,False,False,False,94
Grampian-2020-2021,Q_2021_SAV_P2,MOD,text,0,False,5,6868,False,False,False,False,False,False,88
Grampian-2020-2021,Q_2021_IJB_08,LEX,number,1,False,5,5751,True,True,False,False,False,False,15
Grampian-2021-2022,Q_2022_FIN_01,STR,number,0,False,5,6855,False,False,False,False,False,False,17
Grampian-2021-2022,Q_2022_FIN_02,MOD,number,0,False,5,7016,False,False,False,False,False,False,17
Grampian-2021-2022,Q_2022_FIN_03,LEX,number,1,False,5,7959,False,False,False,False,False,False,11
Grampian-2021-2022,Q_2022_FIN_04,LEX,number,0,False,5,6531,False,False,False,False,False,False,17
Grampian-2021-2022,Q_2022_FIN_05,LEX,number,1,False,5,7959,False,False,False,False,False,False,17
Grampian-2021-2022,Q_2022_FIN_06,LEX,number,1,False,5,7959,False,False,False,False,False,False,14
Grampian-2021-2022,Q_2022_FIN_07,STR,number,1,False,5,7958,False,False,False,False,False,False,15
Grampian-2021-2022,Q_2022_FIN_P1,MOD,number,0,False,5,6769,False,False,False,False,False,False,47
Grampian-2021-2022,Q_2022_SAV_01,MOD,number,0,False,5,6144,True,True,False,False,False,False,12
Grampian-2021-2022,Q_2022_SAV_02,MOD,number,0,False,5,6882,False,False,False,False,False,False,12
Grampian-2021-2022,Q_2022_SAV_03,MOD,number,0,False,5,6957,True,True,False,False,False,False,12
Grampian-2021-2022,Q_2022_SAV_04,LEX,number,0,False,5,7099,True,True,False,False,False,False,12
Grampian-2021-2022,Q_2022_SAV_P1,MOD,text,0,False,5,6449,False,False,False,False,False,False,89
Grampian-2021-2022,Q_2022_IJB_01,STR,number,2,False,5,8583,False,False,False,False,False,False,15
Grampian-2021-2022,Q_2022_IJB_02,LEX,number,0,False,5,2997,True,True,False,False,False,False,15
Grampian-2021-2022,Q_2022_IJB_03,LEX,number,1,False,5,4846,True,True,False,False,False,False,15
Grampian-2021-2022,Q_2022_IJB_04,LEX,number,0,False,5,2997,True,True,False,False,False,False,15
Grampian-2021-2022,Q_2022_IJB_05,LEX,number,0,False,5,4556,True,True,False,False,False,False,15
Grampian-2021-2022,Q_2022_IJB_06,LEX,number,0,False,5,2997,True,True,False,False,False,False,15
Grampian-2021-2022,Q_2022_IJB_P1,STR,text,0,False,5,2530,False,False,False,False,False,False,210
Grampian-2021-2022,Q_2022_AE_01,MOD,number,0,False,5,5987,True,True,False,False,False,False,5
Grampian-2021-2022,Q_2022_AE_02,LEX,number,0,False,5,6131,True,True,False,False,False,False,5
Grampian-2021-2022,Q_2022_AE_03,LEX,number,0,False,5,6151,True,True,False,False,False,False,5
Grampian-2021-2022,Q_2022_AE_04,LEX,number,0,False,5,5349,True,True,False,False,False,False,3
Grampian-2021-2022,Q_2022_AE_P1,MOD,number,0,False,5,5047,False,False,False,False,False,False,28
Grampian-2021-2022,Q_2022_STR_01,STR,text,0,False,5,6848,True,True,False,False,False,False,11
Grampian-2021-2022,Q_2022_STR_02,LEX,text,0,False,5,6285,False,False,False,False,False,False,27
Grampian-2021-2022,Q_2022_STR_P1,LEX,text,0,False,5,5678,False,False,False,False,False,False,24
Grampian-2021-2022,Q_2022_GOV_01,LEX,text,0,False,5,7140,False,False,False,False,False,False,80
Grampian-2021-2022,Q_2022_GOV_02,LEX,number,1,False,5,7959,False,False,False,False,False,False,14
Grampian-2021-2022,Q_2022_CAP_01,MOD,number,0,False,5,7207,False,False,False,False,False,False,15
Grampian-2021-2022,Q_2022_CAP_02,LEX,number,1,False,5,6591,True,True,False,False,False,False,13
Grampian-2021-2022,Q_2022_CAP_03,LEX,number,0,False,5,6402,False,False,False,False,False,False,13
Grampian-2021-2022,Q_2022_COV_01,LEX,number,0,False,5,6679,True,True,False,False,False,False,13
Grampian-2021-2022,Q_2022_GOPES_01,STR,text,0,False,5,6875,False,False,False,False,False,False,187
Grampian-2021-2022,Q_2022_FIN_08,LEX,number,0,False,5,6623,False,False,False,False,False,False,22
Grampian-2021-2022,Q_2022_FIN_P2,MOD,text,0,False,5,6294,False,False,False,False,False,False,34
Grampian-2021-2022,Q_2022_IJB_P2,MOD,number,0,False,5,5066,False,False,False,False,False,False,64
Grampian-2021-2022,Q_2022_STR_03,STR,number,0,False,5,6851,False,False,False,False,False,False,18
Grampian-2021-2022,Q_2022_AE_P2,MOD,number,0,False,5,6367,True,True,False,False,False,False,5
Grampian-2021-2022,Q_2022_GOV_P1,STR,text,0,False,5,6850,False,False,False,False,False,False,113
Grampian-2021-2022,Q_2022_CAP_P1,MOD,number,0,False,5,6761,True,True,False,False,False,False,15
Grampian-2021-2022,Q_2022_FIN_09,LEX,number,2,False,5,8786,False,False,False,False,False,False,11
Grampian-2021-2022,Q_2022_SAV_P2,MOD,text,0,False,5,6123,False,False,False,False,False,False,214
Grampian-2021-2022,Q_2022_STR_04,STR,number,0,False,5,6591,True,True,False,False,False,False,36
Grampian-2021-2022,Q_2022_IJB_07,LEX,number,0,False,5,3388,False,False,False,False,False,False,15
Grampian-2021-2022,Q_2022_GOV_03,LEX,number,0,False,5,6525,False,False,False,False,False,False,15
Grampian-2021-2022,Q_2022_STR_P2,STR,text,0,False,5,6393,False,False,False,False,False,False,46
Grampian-2021-2022,Q_2022_FIN_12_P1,MOD,number,0,False,5,6041,False,False,False,False,False,False,14
Grampian-2021-2022,Q_2022_GOV_05,LEX,number,0,False,5,5477,False,False,False,False,False,False,51
Grampian-2022-2023,Q_2023_FIN_01,MOD,number,0,False,5,5725,False,False,False,False,False,False,17
Grampian-2022-2023,Q_2023_FIN_02,LEX,number,0,False,5,6130,False,False,False,False,False,False,17
Grampian-2022-2023,Q_2023_FIN_03,LEX,number,0,False,5,6570,False,False,False,False,False,False,11
Grampian-2022-2023,Q_2023_FIN_04,MOD,number,1,False,5,6807,False,False,False,False,False,False,17
Grampian-2022-2023,Q_2023_FIN_05,LEX,number,0,False,5,6570,False,False,False,False,False,False,17
Grampian-2022-2023,Q_2023_FIN_06,LEX,number,0,False,5,6973,False,False,False,False,False,False,15
Grampian-2022-2023,Q_2023_FIN_07,STR,number,0,False,5,6658,False,False,False,False,False,False,14
Grampian-2022-2023,Q_2023_FIN_08,LEX,number,0,False,5,6541,False,False,False,False,False,False,55
Grampian-2022-2023,Q_2023_FIN_P1,MOD,text,0,False,5,6521,True,True,False,False,False,False,58
Grampian-2022-2023,Q_2023_SAV_01,MOD,number,0,False,5,6874,True,True,False,False,False,False,13
Grampian-2022-2023,Q_2023_SAV_02,LEX,number,0,False,5,6019,True,True,False,False,False,False,12
Grampian-2022-2023,Q_2023_SAV_03,MOD,number,0,False,5,6256,True,True,False,False,False,False,12
Grampian-2022-2023,Q_2023_SAV_04,LEX,number,0,False,5,6270,True,True,False,False,False,False,12
Grampian-2022-2023,Q_2023_SAV_P1,MOD,text,0,False,5,6330,True,True,False,False,False,False,150
Grampian-2022-2023,Q_2023_IJB_01,STR,number,0,False,5,5618,True,True,False,False,False,False,15
Grampian-2022-2023,Q_2023_IJB_02,LEX,number,0,False,5,2849,True,True,False,False,False,False,15
Grampian-2022-2023,Q_2023_IJB_03,STR,number,0,False,5,5842,True,True,False,False,False,False,15
Grampian-2022-2023,Q_2023_IJB_04,LEX,number,0,False,5,3059,False,False,False,False,False,False,73
Grampian-2022-2023,Q_2023_IJB_05,STR,number,0,False,5,5849,False,False,False,False,False,False,15
Grampian-2022-2023,Q_2023_IJB_06,LEX,number,0,False,5,3038,True,True,False,False,False,False,14
Grampian-2022-2023,Q_2023_IJB_P1,STR,text,0,False,5,2460,False,False,False,False,False,False,221
Grampian-2022-2023,Q_2023_AE_01,MOD,number,0,False,5,4751,True,True,False,False,False,False,5
Grampian-2022-2023,Q_2023_AE_02,LEX,number,0,False,5,4784,True,True,False,False,False,False,5
Grampian-2022-2023,Q_2023_AE_03,LEX,number,0,False,5,4751,True,True,False,False,False,False,5
Grampian-2022-2023,Q_2023_AE_04,LEX,number,0,False,5,4751,True,True,False,False,False,False,3
Grampian-2022-2023,Q_2023_AE_P1,MOD,number,0,False,5,4615,False,False,False,False,False,False,46
Grampian-2022-2023,Q_2023_DEL_01,MOD,number,0,False,5,5082,False,False,False,False,False,False,41
Grampian-2022-2023,Q_2023_DEL_02,LEX,number,0,False,5,5099,True,True,False,False,False,False,10
Grampian-2022-2023,Q_2023_DEL_P1,MOD,text,0,False,5,4941,False,False,False,False,False,False,92
Grampian-2022-2023,Q_2023_GOV_01,MOD,text,1,False,5,7959,False,False,False,False,False,False,67
Grampian-2022-2023,Q_2023_GOV_02,STR,text,0,False,5,6429,False,False,False,False,False,False,153
Grampian-2022-2023,Q_2023_FIN_09,LEX,number,0,False,5,5880,False,False,False,False,False,False,71
Grampian-2022-2023,Q_2023_COV_01,STR,number,0,False,5,4625,False,False,False,False,False,False,13
Grampian-2022-2023,Q_2023_COV_02,LEX,number,0,False,5,5119,False,False,False,False,False,False,13
Grampian-2022-2023,Q_2023_FIN_10,LEX,number,0,False,5,5440,False,False,False,False,False,False,80
Grampian-2022-2023,Q_2023_FIN_P2,MOD,text,0,False,5,6494,False,False,False,False,False,False,163
Grampian-2022-2023,Q_2023_PLAN_01,STR,text,0,False,5,5829,False,False,False,False,False,False,124
Grampian-2022-2023,Q_2023_GOV_03,LEX,number,1,False,5,7228,False,False,False,False,False,False,15
Grampian-2022-2023,Q_2023_IJB_07,LEX,number,0,False,5,4384,False,False,False,False,False,False,131
Grampian-2022-2023,Q_2023_AE_P2,MOD,number,0,False,5,5191,True,True,False,False,False,False,3
Grampian-2022-2023,Q_2023_PLAN_02,STR,text,0,False,5,6350,False,False,False,False,False,False,153
Grampian-2022-2023,Q_2023_FIN_11,LEX,number,0,False,5,6570,False,False,False,False,False,False,14
Grampian-2022-2023,Q_2023_GOV_P1,STR,text,0,False,5,7118,False,False,False,False,False,False,178
Grampian-2022-2023,Q_2023_SAV_P2,MOD,number,0,False,5,6838,False,False,False,False,False,False,80
Grampian-2022-2023,Q_2023_IJB_P2,LEX,number,1,False,5,4867,True,True,False,False,False,False,12
Grampian-2022-2023,Q_2023_FIN_14,LEX,number,0,False,5,6519,False,False,False,False,False,False,71
Grampian-2022-2023,Q_2023_FIN_15,LEX,number,0,False,5,5270,False,False,False,False,False,False,13
Grampian-2022-2023,Q_2023_FIN_16,LEX,number,0,False,5,5435,False,False,False,False,False,False,13
Grampian-2022-2023,Q_2023_GOV_05,MOD,text,0,False,5,6483,False,False,False,False,False,False,38
Grampian-2022-2023,Q_2023_AE_07,LEX,number,0,False,5,4821,False,False,False,False,False,False,14
Grampian-2023-2024,Q_2024_FIN_01,LEX,number,0,False,5,5992,False,False,False,False,False,False,19
Grampian-2023-2024,Q_2024_FIN_02,STR,number,0,False,5,5992,False,False,False,False,False,False,19
Grampian-2023-2024,Q_2024_FIN_03,LEX,number,0,False,5,5992,False,False,False,False,False,False,12
Grampian-2023-2024,Q_2024_FIN_04,LEX,number,0,False,5,5992,False,False,False,False,False,False,55
Grampian-2023-2024,Q_2024_FIN_05,LEX,number,0,False,5,5884,False,False,False,False,False,False,16
Grampian-2023-2024,Q_2024_FIN_06,STR,number,1,False,5,7426,False,False,False,False,False,False,55
Grampian-2023-2024,Q_2024_FIN_07,LEX,number,0,False,5,6688,False,False,False,False,False,False,73
Grampian-2023-2024,Q_2024_FIN_08,STR,number,0,False,5,5743,False,False,False,False,False,False,115
Grampian-2023-2024,Q_2024_FIN_09,LEX,number,0,False,5,6194,True,True,False,False,False,False,15
Grampian-2023-2024,Q_2024_FIN_10,LEX,number,0,False,5,5645,True,True,False,False,False,False,13
Grampian-2023-2024,Q_2024_FIN_11,MOD,number,0,False,5,6393,False,False,False,False,False,False,37
Grampian-2023-2024,Q_2024_FIN_12,MOD,number,0,False,5,5635,False,False,False,False,False,False,63
Grampian-2023-2024,Q_2024_FIN_13,LEX,number,0,False,5,7043,True,True,False,False,False,False,6
Grampian-2023-2024,Q_2024_FIN_14,STR,number,0,False,5,6033,False,False,False,False,False,False,19
Grampian-2023-2024,Q_2024_SAV_01,LEX,number,0,False,5,7128,False,False,False,False,False,False,58
Grampian-2023-2024,Q_2024_SAV_02,LEX,number,0,False,5,7217,False,False,False,False,False,False,55
Grampian-2023-2024,Q_2024_SAV_03,MOD,number,0,False,5,7109,False,False,False,False,False,False,77
Grampian-2023-2024,Q_2024_SAV_04,STR,text,0,False,5,6997,False,False,False,False,False,False,182
Grampian-2023-2024,Q_2024_SAV_05,MOD,text,0,False,5,6452,False,False,False,False,False,False,142
Grampian-2023-2024,Q_2024_SAV_06,STR,number,0,False,5,6924,False,False,False,False,False,False,97
Grampian-2023-2024,Q_2024_IJB_01,LEX,number,0,False,5,1984,False,False,False,False,False,False,67
Grampian-2023-2024,Q_2024_IJB_02,LEX,number,0,False,5,2577,False,False,False,False,False,False,67
Grampian-2023-2024,Q_2024_IJB_03,LEX,number,0,False,5,2827,False,False,False,False,False,False,59
Grampian-2023-2024,Q_2024_IJB_04,MOD,text,0,False,5,3000,False,False,False,False,False,False,190
Grampian-2023-2024,Q_2024_IJB_05,LEX,text,0,False,5,3746,True,True,False,False,False,False,28
Grampian-2023-2024,Q_2024_IJB_06,STR,number,0,False,5,3744,False,False,False,False,False,False,105
Grampian-2023-2024,Q_2024_IJB_07,MOD,number,0,False,5,5634,True,True,False,False,False,False,43
Grampian-2023-2024,Q_2024_IJB_08,STR,number,1,False,5,3916,False,False,False,False,False,False,84
Grampian-2023-2024,Q_2024_AE_01,LEX,number,0,False,5,5092,False,False,False,False,False,False,70
Grampian-2023-2024,Q_2024_AE_02,LEX,number,0,False,5,4934,False,False,False,False,False,False,71
Grampian-2023-2024,Q_2024_AE_03,LEX,number,0,False,5,4934,False,False,False,False,False,False,51
Grampian-2023-2024,Q_2024_AE_04,MOD,number,0,False,5,5100,False,False,False,False,False,False,34
Grampian-2023-2024,Q_2024_AE_05,LEX,number,0,False,5,5355,True,True,False,False,False,False,56
Grampian-2023-2024,Q_2024_AE_06,MOD,number,0,False,5,4637,False,False,False,False,False,False,112
Grampian-2023-2024,Q_2024_DEL_01,LEX,text,0,False,5,6507,True,True,False,False,False,False,35
Grampian-2023-2024,Q_2024_DEL_02,MOD,text,0,False,5,6273,False,False,False,False,False,False,92
Grampian-2023-2024,Q_2024_DEL_03,LEX,text,0,False,5,6524,False,False,False,False,False,False,193
Grampian-2023-2024,Q_2024_DEL_04,MOD,text,0,False,5,6419,False,False,False,False,False,False,76
Grampian-2023-2024,Q_2024_DEL_05,STR,text,0,False,5,6206,False,False,False,False,False,False,198
Grampian-2023-2024,Q_2024_ESC_01,LEX,text,0,False,5,6377,False,False,False,False,False,False,126
Grampian-2023-2024,Q_2024_ESC_02,MOD,text,0,False,5,6526,False,False,False,False,False,False,216
Grampian-2023-2024,Q_2024_ESC_03,MOD,text,0,False,5,6298,False,False,False,False,False,False,120
Grampian-2023-2024,Q_2024_ESC_04,MOD,text,0,False,5,6346,False,False,False,False,False,False,294
Grampian-2023-2024,Q_2024_GOPES_01,LEX,text,0,False,5,5815,False,False,False,False,False,False,174
Grampian-2023-2024,Q_2024_GOPES_02,STR,text,0,False,5,6874,False,False,False,False,False,False,206
Grampian-2023-2024,Q_2024_GOV_01,LEX,text,0,False,5,7260,False,False,False,False,False,False,88
Grampian-2023-2024,Q_2024_GOV_02,MOD,text,0,False,5,7025,False,False,False,False,False,False,198
Grampian-2023-2024,Q_2024_GOV_03,MOD,text,0,False,5,6988,False,False,False,False,False,False,235
Grampian-2023-2024,Q_2024_GOV_04,LEX,number,0,False,5,5492,False,False,False,False,False,False,26
Grampian-2023-2024,Q_2024_GOV_05,LEX,number,0,False,5,7178,False,False,False,False,False,False,100
Grampian-2024-2025,Q_2025_FIN_01,STR,number,0,False,5,6274,False,False,False,False,False,False,17
Grampian-2024-2025,Q_2025_FIN_02,MOD,number,0,False,5,5828,False,False,False,False,False,False,17
Grampian-2024-2025,Q_2025_FIN_03,MOD,number,0,False,5,5931,False,False,False,False,False,False,11
Grampian-2024-2025,Q_2025_FIN_04,LEX,number,0,False,5,5694,False,False,False,False,False,False,17
Grampian-2024-2025,Q_2025_FIN_05,LEX,number,0,False,5,5133,False,False,False,False,False,False,21
Grampian-2024-2025,Q_2025_FIN_06,STR,number,0,False,5,5182,True,True,False,False,False,False,5
Grampian-2024-2025,Q_2025_FIN_07,LEX,number,0,False,5,6150,False,False,False,False,False,False,14
Grampian-2024-2025,Q_2025_FIN_P1,MOD,number,0,False,5,6361,False,False,False,False,False,False,64
Grampian-2024-2025,Q_2025_FIN_08,MOD,number,0,False,5,6640,False,False,False,False,False,False,14
Grampian-2024-2025,Q_2025_FIN_09,LEX,number,1,False,5,6735,False,False,False,False,False,False,45
Grampian-2024-2025,Q_2025_FIN_P2,LEX,number,0,False,5,5133,False,False,False,False,False,False,17
Grampian-2024-2025,Q_2025_SAV_01,STR,number,0,False,5,5894,False,False,False,False,False,False,13
Grampian-2024-2025,Q_2025_SAV_02,MOD,number,0,False,5,6591,False,False,False,False,False,False,13
Grampian-2024-2025,Q_2025_SAV_03,MOD,number,0,False,5,6686,True,True,False,False,False,False,13
Grampian-2024-2025,Q_2025_SAV_04,LEX,number,0,False,5,5563,True,True,False,False,False,False,13
Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,0,False,5,6770,False,False,False,False,False,False,227
Grampian-2024-2025,Q_2025_SAV_P2,MOD,number,0,False,5,6542,False,False,False,False,False,False,83
Grampian-2024-2025,Q_2025_IJB_01,LEX,number,0,False,5,3709,True,True,False,False,False,False,15
Grampian-2024-2025,Q_2025_IJB_02,LEX,number,0,False,5,4085,False,False,False,False,False,False,8
Grampian-2024-2025,Q_2025_IJB_03,MOD,number,1,False,5,5021,True,True,False,False,False,False,15
Grampian-2024-2025,Q_2025_IJB_04,LEX,number,0,False,5,2922,True,True,False,False,False,False,14
Grampian-2024-2025,Q_2025_IJB_05,LEX,number,0,False,5,4606,True,True,False,False,False,False,14
Grampian-2024-2025,Q_2025_IJB_06,LEX,number,0,False,5,3306,True,True,False,False,False,False,13
Grampian-2024-2025,Q_2025_IJB_P1,STR,text,0,False,5,6355,False,False,False,False,False,False,167
Grampian-2024-2025,Q_2025_AE_01,STR,number,0,False,5,6108,False,False,False,False,False,False,7
Grampian-2024-2025,Q_2025_AE_02,MOD,number,0,False,5,6042,True,True,False,False,False,False,5
Grampian-2024-2025,Q_2025_AE_03,LEX,number,0,False,5,5337,True,True,False,False,False,False,5
Grampian-2024-2025,Q_2025_AE_04,LEX,number,0,False,5,5583,True,True,False,False,False,False,3
Grampian-2024-2025,Q_2025_AE_P1,MOD,text,0,False,5,4267,False,False,False,False,False,False,79
Grampian-2024-2025,Q_2025_DEL_01,LEX,number,0,False,5,6306,True,True,False,False,False,False,3
Grampian-2024-2025,Q_2025_DEL_02,LEX,number,0,False,5,5986,True,True,False,False,False,False,3
Grampian-2024-2025,Q_2025_DEL_03,LEX,number,0,False,5,5813,True,True,False,False,False,False,3
Grampian-2024-2025,Q_2025_DEL_04,LEX,number,0,False,5,5813,True,True,False,False,False,False,3
Grampian-2024-2025,Q_2025_DEL_P1,LEX,text,0,False,5,6961,True,True,False,False,False,False,27
Grampian-2024-2025,Q_2025_STR_01,LEX,text,0,False,5,6799,False,False,False,False,False,False,38
Grampian-2024-2025,Q_2025_ESC_01,STR,text,0,False,5,6789,True,True,False,False,False,False,7
Grampian-2024-2025,Q_2025_ESC_02,LEX,text,0,False,5,7073,True,True,False,False,False,False,11
Grampian-2024-2025,Q_2025_ESC_P1,MOD,text,0,False,5,7130,False,False,False,False,False,False,213
Grampian-2024-2025,Q_2025_ESC_P2,MOD,text,0,False,5,6545,False,False,False,False,False,False,35
Grampian-2024-2025,Q_2025_PLAN_01,STR,text,0,False,5,7076,False,False,False,False,False,False,161
Grampian-2024-2025,Q_2025_GOPES_01,STR,text,0,False,5,7151,False,False,False,False,False,False,339
Grampian-2024-2025,Q_2025_FIN_10,STR,number,0,False,5,5953,False,False,False,False,False,False,14
Grampian-2024-2025,Q_2025_FIN_11,LEX,number,0,False,5,6018,True,True,False,False,False,False,13
Grampian-2024-2025,Q_2025_FIN_12,LEX,number,1,False,5,6149,False,False,False,False,False,False,97
Grampian-2024-2025,Q_2025_FIN_13,LEX,number,0,False,5,6659,True,True,False,False,False,False,13
Grampian-2024-2025,Q_2025_GOV_01,LEX,text,0,False,5,6041,False,False,False,False,False,False,27
Grampian-2024-2025,Q_2025_FIN_P3,STR,text,0,False,5,6436,False,False,False,False,False,False,202
Grampian-2024-2025,Q_2025_FIN_17,LEX,number,0,False,5,6018,True,True,False,False,False,False,13
Grampian-2024-2025,Q_2025_FIN_18,MOD,number,0,False,5,4745,False,False,False,False,False,False,114
Grampian-2024-2025,Q_2025_GOV_02,MOD,number,0,False,5,5395,False,False,False,False,False,False,28
